Unique_tree_ID,Letter_code,DBH,Notes,Plot,Common_name,Scientific_name,GlobalID,UID,BioM,Carbon_Stored,Carbon_Sequestered,RASTERVALU,DEM_SteepestPts,DEM_MidPts,DEM_FlatPts,DEM_POINTS
A556,ILOP,10.000000000000000, ,AA,American Holly,Ilex opaca,ddfd2b31-2bfc-4f00-a7af-a8e8cfbddcf6,556,25.494687023862976,12.747343511931488,46.782750688788560,13.3599310,0.000000000000000,0.000000000000000,13.359930992126465,Flat
A557,JUVI,11.400000000000000, ,AA,Eastern Redcedar,Juniperus virginiana,ccbe2a7f-990a-4d34-8709-58bcb240bc25,557,31.957896194304819,15.978948097152410,58.642739516549341,13.3599310,0.000000000000000,0.000000000000000,13.359930992126465,Flat
A558,QUPH,52.200000000000003, ,AA,Willow Oak,Quercus phellos,e96072ff-307b-4fd2-a931-579b87ab86fc,558,2027.911671058815955,1013.955835529407977,3721.217916392927236,13.4266434,0.000000000000000,0.000000000000000,13.426643371582031,Flat
A559,QUCO,40.899999999999999, ,AA,Scarlet Oak,Quercus coccinea,72686fb9-e9b9-49c5-8e82-9e11a4e2d364,559,1119.830708202041478,559.915354101020739,2054.889349550745919,13.4488535,0.000000000000000,0.000000000000000,13.448853492736816,Flat
A560,QUVE,26.600000000000001, ,AA,Black Oak,Quercus velutina,bafc79f8-dbe3-4119-bfe1-1b45ae72df6c,560,392.954599175848784,196.477299587924392,721.071689487682534,13.4488535,0.000000000000000,0.000000000000000,13.448853492736816,Flat
A561,QUVE,35.299999999999997, ,AA,Black Oak,Quercus velutina,0dfabb5f-bb41-41f2-8c32-89cc1f34d2bf,561,782.507815967212423,391.253907983606211,1435.901842299834698,13.4488535,0.000000000000000,0.000000000000000,13.448853492736816,Flat
A562,LIST,25.000000000000000, ,AA,Sweetgum,Liquidambar styraciflua,e82f3e14-2032-4ba7-9880-5bb7f23b2765,562,248.161094792998881,124.080547396499441,455.375608945152919,13.4488535,0.000000000000000,0.000000000000000,13.448853492736816,Flat
A563,QUCO,41.700000000000003, ,AA,Scarlet Oak,Quercus coccinea,9f89c465-8444-46ca-89b1-40174cfde292,563,1173.898861143886279,586.949430571943140,2154.104410199031463,13.3847952,0.000000000000000,0.000000000000000,13.384795188903809,Flat
A564,LIST,33.399999999999999, ,AA,Sweetgum,Liquidambar styraciflua,647c61d7-c76c-462f-b51d-fad718718c35,564,509.535016562282124,254.767508281141062,934.996755391787701,13.3847952,0.000000000000000,0.000000000000000,13.384795188903809,Flat
A565,ILOP,17.000000000000000, ,AA,American Holly,Ilex opaca,2ea8f772-1040-4b03-8a5c-ec2dee08e3a6,565,95.229078345441707,47.614539172720853,174.745358763885520,13.3847952,0.000000000000000,0.000000000000000,13.384795188903809,Flat
A566,ULAL,11.000000000000000, ,AA,Winged Elm,Ulmus alata,dfc1fd4e-bd83-46dc-9020-1bd2cd780f0d,566,32.303413636819400,16.151706818409700,59.276764023563601,13.3847952,0.000000000000000,0.000000000000000,13.384795188903809,Flat
A567,ULAL,20.300000000000001, ,AA,Winged Elm,Ulmus alata,1d692ebd-34ae-45b1-925d-58ab1642bc03,567,147.950383435609524,73.975191717804762,271.488953604343465,13.3847952,0.000000000000000,0.000000000000000,13.384795188903809,Flat
A568,ULAL,10.400000000000000, ,AA,Winged Elm,Ulmus alata,7e777f75-bf22-40de-b288-ba0aac533ee3,568,28.102954680013500,14.051477340006750,51.568921837824774,13.3836899,0.000000000000000,0.000000000000000,13.383689880371094,Flat
A569,ULAL,19.800000000000001, ,AA,Winged Elm,Ulmus alata,3df14f32-6ac4-4375-8599-69049af3ca1a,569,139.064950291518130,69.532475145759065,255.184183784935755,13.2784443,0.000000000000000,13.278444290161133,0.000000000000000,Mid
A570,ULAL,18.500000000000000, ,AA,Winged Elm,Ulmus alata,4656e71e-0388-435d-a744-96694c12e33f,570,117.481821753093044,58.740910876546522,215.579142916925719,13.2360945,0.000000000000000,13.236094474792480,0.000000000000000,Mid
A571,ULAL,34.899999999999999,"Split, 21.7+13.2",AA,Winged Elm,Ulmus alata,66e37007-971b-4a26-bef6-2c5ae16308a8,571,568.272490419870451,284.136245209935225,1042.780019920462337,13.2784443,0.000000000000000,13.278444290161133,0.000000000000000,Mid
A572,ULAL,21.199999999999999, ,AA,Winged Elm,Ulmus alata,0157f1c1-4f7b-457b-95bf-7a568c9ac2c7,572,164.780112678215090,82.390056339107545,302.371506764524668,13.2784443,0.000000000000000,13.278444290161133,0.000000000000000,Mid
A573,DIVI,12.199999999999999, ,AA,Common Persimmon,Diospyros virginiana,63ce9e55-bcae-4933-afcc-a899ce9d4a71,573,41.775756621568306,20.887878310784153,76.658513400577846,13.3286257,0.000000000000000,0.000000000000000,13.328625679016113,Flat
A574,QUFA,62.200000000000003, ,AA,Southern Red Oak,Quercus falcata,e0dafc42-645c-4d9a-9c42-2ce84f23132d,574,3106.991396687142242,1553.495698343571121,5701.329212920905775,13.4222355,0.000000000000000,0.000000000000000,13.422235488891602,Flat
A575,ULAL,14.699999999999999, ,AA,Winged Elm,Ulmus alata,ee17a60f-b3ca-447d-b672-8d1255007df8,575,66.371599778958483,33.185799889479242,121.791885594388816,13.4222355,0.000000000000000,0.000000000000000,13.422235488891602,Flat
A576,QUPA,70.000000000000000, ,AA,Cherrybark Oak,Quercus pagoda,6f5d833b-903c-468e-b2de-32b26fd95e49,576,4142.219847624602153,2071.109923812301076,7600.973420391144828,13.4078865,0.000000000000000,0.000000000000000,13.407886505126953,Flat
A577,QUVE,21.199999999999999, ,AA,Black Oak,Quercus velutina,084215d1-b89c-40f4-81da-4e9e93353b26,577,226.184192058362783,113.092096029181391,415.047992427095721,13.4222355,0.000000000000000,0.000000000000000,13.422235488891602,Flat
A578,QUAL,16.500000000000000, ,AA,White Oak,Quercus Alba,40e012a6-dcc6-4d8a-8f8f-d8c7482170c1,578,122.883879358667485,61.441939679333743,225.491918623154845,13.4413109,0.000000000000000,0.000000000000000,13.441310882568359,Flat
A579,QUFA,41.700000000000003, ,AA,Southern Red Oak,Quercus falcata,1b908c2c-8489-49df-9768-5e082465a06a,579,1173.898861143886279,586.949430571943140,2154.104410199031463,13.4413109,0.000000000000000,0.000000000000000,13.441310882568359,Flat
A580,QUFA,59.799999999999997, ,AA,Southern Red Oak,Quercus falcata,03068e5f-56fd-4eff-8a58-6354375a80e6,580,2823.199174325532113,1411.599587162766056,5180.570484887351085,13.4413109,0.000000000000000,0.000000000000000,13.441310882568359,Flat
A581,QUFA,50.700000000000003, ,AA,Southern Red Oak,Quercus falcata,9061bcab-85df-41f2-9ac0-4aee9c1a75b8,581,1888.973524101409566,944.486762050704783,3466.266416726086391,13.4413109,0.000000000000000,0.000000000000000,13.441310882568359,Flat
A582,SNAG,15.800000000000001, ,AA,Snag,Snag,9dfd7c8d-ff98-4993-a2ef-a42f6d782544,582,0.000000000000000,0.000000000000000,0.000000000000000,13.4413109,0.000000000000000,0.000000000000000,13.441310882568359,Flat
A583,QUPA,36.500000000000000, ,AA,Cherrybark Oak,Quercus pagoda,82af0965-0150-42aa-9fc8-46b1b38f172c,583,848.845766343809487,424.422883171904743,1557.631981240890354,13.3926630,0.000000000000000,0.000000000000000,13.392663002014160,Flat
A584,ACRU,13.500000000000000, ,AA,Red Maple,Acer rubrum,798ae1d3-0ffa-4d27-9422-24f845d66e70,584,69.638764607422488,34.819382303711244,127.787133054620256,13.3926630,0.000000000000000,0.000000000000000,13.392663002014160,Flat
A585,QUVE,17.199999999999999, ,AA,Black Oak,Quercus velutina,e19628e0-98e7-4d6d-b9dd-c2be39c33972,585,135.962406141479335,67.981203070739667,249.491015269614564,13.3926630,0.000000000000000,0.000000000000000,13.392663002014160,Flat
A586,ILOP,24.500000000000000,"Split, 10.7+8.1+5.7",AA,American Holly,Ilex opaca,ed4cc2e9-9049-4909-b6a6-b3f32886d87d,586,236.017200875928552,118.008600437964276,433.091563607328908,13.2881737,0.000000000000000,13.288173675537109,0.000000000000000,Mid
A587,QUVE,15.800000000000001, ,AA,Black Oak,Quercus velutina,e39c96df-3992-47e7-a44a-58209dd2a2ec,587,110.577451726349551,55.288725863174776,202.909623917851434,13.2881737,0.000000000000000,13.288173675537109,0.000000000000000,Mid
A588,ILOP,10.800000000000001, ,AA,American Holly,Ilex opaca,76a44cee-5312-4ff8-8d5d-f37080996189,588,30.864381726735839,15.432190863367920,56.636140468560264,13.0429783,0.000000000000000,13.042978286743164,0.000000000000000,Mid
A589,JUVI,18.600000000000001, ,AA,Eastern Redcedar,Juniperus virginiana,90987d47-35a5-486c-bc2c-b8cc1fe2fdad,589,96.583376758075673,48.291688379037836,177.230496351068865,13.2881737,0.000000000000000,13.288173675537109,0.000000000000000,Mid
A590,QUST,71.900000000000006, ,AA,Post Oak,Quercus stellata,fd91bf99-c49a-4f9e-90be-2a004097cee8,590,4421.248864087179754,2210.624432043589877,8112.991665599975022,12.6566410,0.000000000000000,12.656641006469727,0.000000000000000,Mid
A591,QUVE,12.800000000000001, ,AA,Black Oak,Quercus velutina,2e24c46e-d984-4bec-812d-ea3ffcaae24b,591,66.231715549438675,33.115857774719338,121.535198033219970,12.6566410,0.000000000000000,12.656641006469727,0.000000000000000,Mid
A592,QUFA,30.500000000000000, ,AA,Southern Red Oak,Quercus falcata,133267bf-cecc-49c1-bcb0-02a488cc319b,592,548.249400189421181,274.124700094710590,1006.037649347587831,13.0429783,0.000000000000000,13.042978286743164,0.000000000000000,Mid
A593,CAAL,13.500000000000000, ,AA,Mockernut Hickory,Carya alba,6cccba16-45a0-4f54-969d-44a9b5c8f5e6,593,75.396980840476616,37.698490420238308,138.353459842274589,13.0429783,0.000000000000000,13.042978286743164,0.000000000000000,Mid
A594,QUAL,27.500000000000000, ,AA,White Oak,Quercus Alba,79e071de-f32e-4750-a899-e864da423513,594,426.107461957509997,213.053730978754999,781.907192692030776,11.7644348,0.000000000000000,11.764434814453125,0.000000000000000,Mid
A595,ILOP,19.300000000000001, ,AA,American Holly,Ilex opaca,e0b7c03e-2c77-4832-9b15-56073f4c2593,595,130.506235299559535,65.253117649779767,239.478941774691748,12.5178175,0.000000000000000,12.517817497253418,0.000000000000000,Mid
A596,QUST,22.000000000000000, ,AA,Post Oak,Quercus stellata,e82c9a74-c876-46a3-88ef-b1e31cceb149,596,247.525978457425992,123.762989228712996,454.210170469376692,12.5178175,0.000000000000000,12.517817497253418,0.000000000000000,Mid
A597,QUST,14.000000000000000, ,AA,Post Oak,Quercus stellata,1ed5a1da-8058-42c8-a154-4b2ead142466,597,82.375935696908641,41.187967848454321,151.159842003827350,12.5178175,0.000000000000000,12.517817497253418,0.000000000000000,Mid
A598,ULAL,20.199999999999999,"Split, 15.2+5",AA,Winged Elm,Ulmus alata,203963dc-59f5-44e3-9594-2c81e64373ba,598,146.146968367153676,73.073484183576838,268.179686953727014,12.0799723,0.000000000000000,12.079972267150879,0.000000000000000,Mid
A599,CAGL,11.000000000000000, ,AA,Pignut Hickory,Carya glabra,54b6bf73-ef4c-410e-ae58-9b0260457ae2,599,45.798744269409916,22.899372134704958,84.040695734367191,12.8508549,0.000000000000000,12.850854873657227,0.000000000000000,Mid
A600,ULAL,11.000000000000000, ,AA,Winged Elm,Ulmus alata,207e9a19-c199-4a60-a812-ca94a4fd62bf,600,32.303413636819400,16.151706818409700,59.276764023563601,12.8508549,0.000000000000000,12.850854873657227,0.000000000000000,Mid
A601,QUAL,10.800000000000001, ,AA,White Oak,Quercus Alba,fc06587d-924d-41d3-8810-b038aa0b78a3,601,43.798133385272067,21.899066692636033,80.369574761974235,12.8508549,0.000000000000000,12.850854873657227,0.000000000000000,Mid
A602,QUFA,122.500000000000000,99 CA,AA,Southern Red Oak,Quercus falcata,f971b3f8-1599-4b20-a12f-c7b83984bbf9,602,16174.704806029845713,8087.352403014922857,29680.583319064764510,12.0973282,0.000000000000000,12.097328186035156,0.000000000000000,Mid
A603,QUVE,13.199999999999999,99,AA,Black Oak,Quercus velutina,3af0e341-d7b5-407a-9b77-dee4e6f8351a,603,71.383289875199466,35.691644937599733,130.988336920991031,12.0799723,0.000000000000000,12.079972267150879,0.000000000000000,Mid
A604,QUPA,75.700000000000003,"Hybrid, 99 CA",AA,Cherrybark Oak,Quercus pagoda,17c47910-d718-40ff-9a96-f46d5dc980d1,604,5011.764853178830890,2505.882426589415445,9196.588505583154983,11.0076046,0.000000000000000,11.007604598999023,0.000000000000000,Mid
A605,QUVE,13.000000000000000, ,AA,Black Oak,Quercus velutina,f23aae30-f844-4f20-b360-259e4729c6ea,605,68.779086671543766,34.389543335771883,126.209624042282812,11.0076046,0.000000000000000,11.007604598999023,0.000000000000000,Mid
A606,QUFA,31.500000000000000,99,AA,Southern Red Oak,Quercus falcata,e3462c21-ded3-4341-9edc-50f0573dbd60,606,593.038715307608072,296.519357653804036,1088.226042589460803,12.0973282,0.000000000000000,12.097328186035156,0.000000000000000,Mid
A607,QUFA,24.199999999999999,90 CA,AA,Southern Red Oak,Quercus falcata,86b6e3d0-6dc5-47cd-b234-b4431163367a,607,312.161155858729273,156.080577929364637,572.815721000768235,12.8891296,0.000000000000000,12.889129638671875,0.000000000000000,Mid
A608,QUFA,42.200000000000003,90 CA,AA,Southern Red Oak,Quercus falcata,d11f919c-298c-44d4-ba31-2d7a3bfe8e0d,608,1208.456617945143080,604.228308972571540,2217.517893929337333,12.8891296,0.000000000000000,12.889129638671875,0.000000000000000,Mid
A609,QUST,25.000000000000000, ,AA,Post Oak,Quercus stellata,b323c886-4712-4024-883e-d0167dfb0df4,609,337.878895145990839,168.939447572995419,620.007772592893161,12.0973282,0.000000000000000,12.097328186035156,0.000000000000000,Mid
A610,ULAL,16.800000000000001, ,AA,Winged Elm,Ulmus alata,a33b9a3a-dfbb-4945-b513-bcb4fb85ef29,610,92.470942903618351,46.235471451809175,169.684180228139667,12.3014231,0.000000000000000,12.301423072814941,0.000000000000000,Mid
A611,ULAL,18.500000000000000, ,AA,Winged Elm,Ulmus alata,f1373677-d8ea-4bd6-850a-bcc071bc4832,611,117.481821753093044,58.740910876546522,215.579142916925719,12.3014231,0.000000000000000,12.301423072814941,0.000000000000000,Mid
A612,QUCO,23.199999999999999, ,AA,Scarlet Oak,Quercus coccinea,14600a50-ec4b-4a36-9bf7-29ce7c3db183,612,281.686704598202255,140.843352299101127,516.895102937701154,12.0973282,0.000000000000000,12.097328186035156,0.000000000000000,Mid
A613,PITA,27.100000000000001, ,AA,Loblolly Pine,Pinus taeda,78fdc9c4-9c77-4126-9975-785427cf75fd,613,244.309209248984274,122.154604624492137,448.307398971886130,12.9964409,0.000000000000000,12.996440887451172,0.000000000000000,Mid
A614,ULAL,14.199999999999999, ,AA,Winged Elm,Ulmus alata,28a3895e-283f-4542-b55b-a8ef3d2f64ed,614,60.905678847873794,30.452839423936897,111.761920685848409,12.9964409,0.000000000000000,12.996440887451172,0.000000000000000,Mid
A615,ULAL,14.300000000000001, ,AA,Winged Elm,Ulmus alata,3f87133d-11ff-4d96-b0d8-cfda923e1efe,615,61.976455368483805,30.988227684241902,113.726795601167780,12.9964409,0.000000000000000,12.996440887451172,0.000000000000000,Mid
A616,PITA,56.299999999999997, ,AA,Loblolly Pine,Pinus taeda,66260ee2-e718-46b3-acd7-01ee3cbe52bd,616,1449.158212348349707,724.579106174174854,2659.205319659221459,12.9578505,0.000000000000000,12.957850456237793,0.000000000000000,Mid
A617,QUFA,57.700000000000003, ,AA,Southern Red Oak,Quercus falcata,e2941839-ceaa-4d9a-9701-547f76d25f32,617,2587.912931173417746,1293.956465586708873,4748.820228703221801,12.2672672,0.000000000000000,12.267267227172852,0.000000000000000,Mid
A618,ULAL,13.199999999999999, ,AA,Winged Elm,Ulmus alata,af95cfbd-80c9-4abb-90ce-9297de08d3cd,618,50.803664930967223,25.401832465483611,93.224725148324850,12.2672672,0.000000000000000,12.267267227172852,0.000000000000000,Mid
A619,QUST,11.900000000000000, ,AA,Post Oak,Quercus stellata,41fa2de7-1f57-4899-a1b5-3e99ce9cbe4b,619,55.461538114491603,27.730769057245801,101.771922440092084,12.9578505,0.000000000000000,12.957850456237793,0.000000000000000,Mid
A620,QUPH,50.000000000000000, ,AA,Willow Oak,Quercus phellos,0d878ad8-d3b2-4565-9d07-567872a266c7,620,1826.115660052856356,913.057830026428178,3350.922236196991435,12.7771044,0.000000000000000,12.777104377746582,0.000000000000000,Mid
A621,QUPH,65.099999999999994, ,AA,Willow Oak,Quercus phellos,054b0e2d-e823-4587-8301-3f4aca79f5d3,621,3471.477371117199709,1735.738685558599855,6370.160976000061055,11.9990435,0.000000000000000,11.999043464660645,0.000000000000000,Mid
A622,ULAL,15.500000000000000, ,AA,Winged Elm,Ulmus alata,80e2f05e-e1bc-44a9-99d3-a61ae02951bf,622,75.707421914207274,37.853710957103637,138.923119212570356,12.7771044,0.000000000000000,12.777104377746582,0.000000000000000,Mid
A623,QUST,14.600000000000000, ,AA,Post Oak,Quercus stellata,325cf8d6-7091-41ec-8dff-01ef35fe0d22,623,91.235365835550638,45.617682917775319,167.416896308235408,12.7771044,0.000000000000000,12.777104377746582,0.000000000000000,Mid
A624,QUFA,99.700000000000003, ,AA,Southern Red Oak,Quercus falcata,7c19c56a-da38-44eb-a514-b5be2cea87fd,624,9797.589753361004114,4898.794876680502057,17978.577197417442221,12.6104889,0.000000000000000,12.610488891601562,0.000000000000000,Mid
A625,QUFA,88.700000000000003, ,AA,Southern Red Oak,Quercus falcata,43a124ab-cadf-41fb-8111-50cd8434b8a2,625,7371.080796793853551,3685.540398396926776,13525.933262116721380,12.2299099,0.000000000000000,12.229909896850586,0.000000000000000,Mid
A626,ACRU,11.400000000000000,"Show Ed, might be sub sp.",AA,Red Maple,Acer rubrum,09760a27-d0f1-442a-941a-c11a52bb7336,626,46.685748502950574,23.342874251475287,85.668348502914299,12.9919977,0.000000000000000,12.991997718811035,0.000000000000000,Mid
A627,FAGR,16.000000000000000, ,AA,American Beech,Fagus grandfolia,699a0831-27f3-4cfe-80cb-c3ee4859c7fb,627,114.015621268283226,57.007810634141613,209.218665027299721,12.6852980,0.000000000000000,12.685297966003418,0.000000000000000,Mid
A628,QUVE,11.400000000000000, ,AA,Black Oak,Quercus velutina,3d597f21-e2ea-4480-8f0c-7eb4688fc7ce,628,49.958948076216032,24.979474038108016,91.674669719856411,12.6852980,0.000000000000000,12.685297966003418,0.000000000000000,Mid
A629,LIST,31.800000000000001, ,AA,Sweetgum,Liquidambar styraciflua,60ca2acc-b260-42a8-96c4-2a7c58ce3647,629,451.052856319797343,225.526428159898671,827.681991346828113,12.9919977,0.000000000000000,12.991997718811035,0.000000000000000,Mid
A630,LIST,45.000000000000000, ,AA,Sweetgum,Liquidambar styraciflua,9b2e59e7-deb8-4e23-b19a-a6231406670c,630,1068.323945564132146,534.161972782066073,1960.374440110182377,13.1183624,0.000000000000000,13.118362426757812,0.000000000000000,Mid
A631,QUVE,10.500000000000000, ,AA,Black Oak,Quercus velutina,c034daf6-3003-441c-9d7e-7df557dc056c,631,40.895402605094134,20.447701302547067,75.043063780347737,12.9919977,0.000000000000000,12.991997718811035,0.000000000000000,Mid
A632,QUVE,17.000000000000000, ,AA,Black Oak,Quercus velutina,897d5563-c888-4ec1-993d-412c7bc0eec0,632,132.146072699292972,66.073036349646486,242.488043403202596,12.9943304,0.000000000000000,12.994330406188965,0.000000000000000,Mid
A633,QUPH,80.500000000000000, ,AA,Willow Oak,Quercus phellos,6d61e7a2-4fe5-418c-a711-43ba004c4153,633,5820.815425154168224,2910.407712577084112,10681.196305157898678,13.1008062,0.000000000000000,13.100806236267090,0.000000000000000,Mid
A634,JUVI,11.000000000000000, ,AA,Eastern Redcedar,Juniperus virginiana,768a871f-9ae2-4c3b-adbc-47f5cbf4fdea,634,29.480381266861574,14.740190633430787,54.096499624690985,12.9943304,0.000000000000000,12.994330406188965,0.000000000000000,Mid
A635,QUPH,63.500000000000000, ,AA,Willow Oak,Quercus phellos,7ac15cbf-2662-445f-a2e5-78deb314fbe1,635,3267.437569911964601,1633.718784955982301,5995.747940788454798,13.0704861,0.000000000000000,13.070486068725586,0.000000000000000,Mid
A636,PITA,42.399999999999999, ,AA,Loblolly Pine,Pinus taeda,8feedb1b-d13c-467c-830f-3d0524d85be6,636,726.567614289486528,363.283807144743264,1333.251572221207653,13.0704861,0.000000000000000,13.070486068725586,0.000000000000000,Mid
A637,QUVE,14.400000000000000, ,AA,Black Oak,Quercus velutina,4cf2cb68-63a4-4d2e-9d81-8c7de16d689f,637,88.222929462990123,44.111464731495062,161.889075564586875,13.0704861,0.000000000000000,13.070486068725586,0.000000000000000,Mid
A638,ULAL,14.400000000000000, ,AA,Winged Elm,Ulmus alata,6897dc22-bb84-4316-b313-c65d0ef4a611,638,63.058398102712722,31.529199051356361,115.712160518477845,13.0704861,0.000000000000000,13.070486068725586,0.000000000000000,Mid
A639,LIST,23.500000000000000, ,AA,Sweetgum,Liquidambar styraciflua,2b3a54e6-3e78-4eb3-83bb-3c20f5e16a3b,639,212.812297739366613,106.406148869683307,390.510566351737737,13.0704861,0.000000000000000,13.070486068725586,0.000000000000000,Mid
A640,ACRU,14.000000000000000, ,AA,Red Maple,Acer rubrum,504de16e-61cc-4c5b-9dc7-9ec04b6b42cd,640,75.893761722022475,37.946880861011238,139.265052759911242,12.6942558,0.000000000000000,12.694255828857422,0.000000000000000,Mid
A641,PITA,34.500000000000000, ,AA,Loblolly Pine,Pinus taeda,d01fba39-aa4b-40e2-9f6c-a85df001f2f8,641,439.783191155453551,219.891595577726775,807.002155770257218,12.6942558,0.000000000000000,12.694255828857422,0.000000000000000,Mid
A642,ULAL,18.300000000000001,1.7cm,AA,Winged Elm,Ulmus alata,0bd84515-d6af-4d70-ac00-b02fa6487685,642,114.352842966408929,57.176421483204464,209.837466843360374,12.6942558,0.000000000000000,12.694255828857422,0.000000000000000,Mid
A643,QUVE,39.000000000000000, ,AA,Black Oak,Quercus velutina,108f8c3f-a4fb-46ee-940f-2be2248cba6a,643,997.389892296647758,498.694946148323879,1830.210452364348612,12.2299099,0.000000000000000,12.229909896850586,0.000000000000000,Mid
A644,FAGR,17.500000000000000, ,AA,American Beech,Fagus grandfolia,c661a0f9-c434-45d6-be4d-d362e71428ae,644,141.807341212963451,70.903670606481725,260.216471125787905,11.9643679,0.000000000000000,11.964367866516113,0.000000000000000,Mid
A645,LIST,11.500000000000000, ,AA,Sweetgum,Liquidambar styraciflua,c3376b81-b4cd-42fa-b8f1-e7fa50eccc94,645,36.073872950893289,18.036936475446645,66.195556864889184,11.9643679,0.000000000000000,11.964367866516113,0.000000000000000,Mid
A646,LIST,15.000000000000000, ,AA,Sweetgum,Liquidambar styraciflua,3a9a42b2-c1f3-4341-8c0b-9e34b29221e9,646,69.786646071476923,34.893323035738462,128.058495541160141,11.3900337,0.000000000000000,11.390033721923828,0.000000000000000,Mid
A647,ULAL,12.500000000000000, ,AA,Winged Elm,Ulmus alata,9e0a7e02-0555-4e00-8a58-e933575c6d71,647,44.373706059129319,22.186853029564659,81.425750618502292,11.3900337,0.000000000000000,11.390033721923828,0.000000000000000,Mid
A648,ULAL,38.700000000000003, ,AA,Winged Elm,Ulmus alata,e43846cd-e132-4a81-bbbd-3977fbb65558,648,734.564382536011522,367.282191268005761,1347.925641953581135,11.3900337,0.000000000000000,11.390033721923828,0.000000000000000,Mid
A649,LIST,18.500000000000000, ,AA,Sweetgum,Liquidambar styraciflua,d05663e6-d15c-4eac-9a82-a0bcc84ed3fe,649,117.481821753093044,58.740910876546522,215.579142916925719,11.2134409,0.000000000000000,11.213440895080566,0.000000000000000,Mid
A650,QUPH,40.500000000000000, ,AA,Willow Oak,Quercus phellos,c4300ffc-459b-4f95-9f5f-f64620185639,650,1093.358319209673027,546.679159604836514,2006.312515749749991,11.2134409,0.000000000000000,11.213440895080566,0.000000000000000,Mid
A651,QUPA,59.299999999999997,99 CA,AA,Cherrybark Oak,Quercus pagoda,34faa244-0389-4905-bc81-9d80f61e2ffa,651,2766.083148452924888,1383.041574226462444,5075.762577411117491,11.2152901,0.000000000000000,11.215290069580078,0.000000000000000,Mid
A652,ULAL,10.500000000000000, ,AA,Winged Elm,Ulmus alata,271c9c5d-974b-448c-bc58-674a8ba253d8,652,28.778841619859307,14.389420809929653,52.809174372441824,10.1787052,0.000000000000000,10.178705215454102,0.000000000000000,Mid
A653,QUFA,80.099999999999994, ,AA,Southern Red Oak,Quercus falcata,ba2b3276-9cca-4769-a6c1-c305d3ee2a37,653,5750.661001619118906,2875.330500809559453,10552.462937971082283,10.1787052,0.000000000000000,10.178705215454102,0.000000000000000,Mid
A654,QUFA,38.299999999999997,99 CA,AA,Southern Red Oak,Quercus falcata,0b5513c5-f04d-4445-9c4d-70249b87d8a4,654,954.372577154669557,477.186288577334778,1751.273679078818532,10.1787052,0.000000000000000,10.178705215454102,0.000000000000000,Mid
A655,QUFA,68.000000000000000, ,AA,Southern Red Oak,Quercus falcata,0849f37a-6dee-4309-84bd-67c8a8722c2a,655,3860.012326855584888,1930.006163427792444,7083.122619779997876,11.2041349,0.000000000000000,11.204134941101074,0.000000000000000,Mid
A656,ULAL,17.800000000000001, ,AA,Winged Elm,Ulmus alata,7dcb1553-3341-4087-b3a4-d1e6b67f4b37,656,106.749969746087828,53.374984873043914,195.886194484071154,11.2041349,0.000000000000000,11.204134941101074,0.000000000000000,Mid
A657,ULRU,15.500000000000000, ,AA,Slippery Elm,Ulmus rubra,228c7a57-b4af-435c-a93f-efcf88626da1,657,75.707421914207274,37.853710957103637,138.923119212570356,11.0076046,0.000000000000000,11.007604598999023,0.000000000000000,Mid
A658,CAAL,10.800000000000001,5.4cm,AA,Mockernut Hickory,Carya alba,59e34926-3daf-4b90-9830-871e4c3f7f7d,658,43.798133385272067,21.899066692636033,80.369574761974235,9.9680910,9.968091011047363,0.000000000000000,0.000000000000000,Steep
A659,QUFA,42.000000000000000, ,AA,Southern Red Oak,Quercus falcata,71c86e3d-0c2f-476b-9ab0-a544dc053c98,659,1194.562615013150435,597.281307506575217,2192.022398549131140,9.9680910,9.968091011047363,0.000000000000000,0.000000000000000,Steep
A660,QUPH,56.000000000000000, ,AA,Willow Oak,Quercus phellos,fe2ce2cb-5b8f-41a9-91cc-1457ead34728,660,2406.217004646794976,1203.108502323397488,4415.408203526868419,9.9680910,9.968091011047363,0.000000000000000,0.000000000000000,Steep
A661,ULAL,13.600000000000000, ,AA,Winged Elm,Ulmus alata,f45d0659-133f-494f-9e05-9f90fda6835e,661,54.713382397061906,27.356691198530953,100.399056698608589,9.8845072,9.884507179260254,0.000000000000000,0.000000000000000,Steep
A662,ULAL,16.600000000000001, ,AA,Winged Elm,Ulmus alata,2c375e79-27f7-4dc0-9283-6ba6f73f36b3,662,89.761090784363589,44.880545392181794,164.711601589307179,11.0585327,0.000000000000000,11.058532714843750,0.000000000000000,Mid
A663,QUPA,46.799999999999997, ,AA,Cherrybark Oak,Quercus pagoda,921d70f1-f733-402f-8b02-d42552a41c14,663,1554.561657446136223,777.280828723068112,2852.620641413659996,11.0585327,0.000000000000000,11.058532714843750,0.000000000000000,Mid
A664,FAGR,26.899999999999999, ,AA,American Beech,Fagus grandfolia,6e3bb406-2058-4cf9-bff7-5069a6bd0a07,664,403.829923085163728,201.914961542581864,741.027908861275478,11.7644348,0.000000000000000,11.764434814453125,0.000000000000000,Mid
A665,QUAL,58.100000000000001, ,AA,White Oak,Quercus Alba,261bca27-669f-4956-ab5e-7e434e4d43fe,665,2631.800940202233505,1315.900470101116753,4829.354725271098687,11.7644348,0.000000000000000,11.764434814453125,0.000000000000000,Mid
